GEOID,votes_Biden_20,votes_Trump_20,votes_total_20,margin_Biden_20,votes_Curran_21,pct_Curran_21,margin_Curran_21_ifwon,votes_Blakeman_21,votes_total_21,pct_Blakeman_21,margin_Blakeman_21_ifwon,margin_21,margin_Curran_21,pct_Biden_20,pct_Trump_20,margin_Curran_21_relto_Biden_20,Town
36059-0222073,375,205,587,29,90,49.72,0,91,181,50.28,0.55,-0.56,-0.56,63.88415673,34.92333901,-14.16415673,2
36059-0222074,392,250,648,21.9,106,50.72,1.44,103,209,49.28,0,1.44,1.44,60.49382716,38.58024691,-9.77382716,2
36059-0222077,510,354,870,17.9,130,44.67,0,161,291,55.33,10.65,-10.66,-10.66,58.62068966,40.68965517,-13.95068966,2
36059-0222078,460,301,765,20.8,141,46.38,0,163,304,53.62,7.24,-7.24,-7.24,60.13071895,39.34640523,-13.75071895,2
36059-0222079,492,295,797,24.7,137,45.51,0,164,301,54.49,8.97,-8.98,-8.98,61.7314931,37.01380176,-16.2214931,2
36059-0222080,451,222,678,33.8,100,50.25,0.5,99,199,49.75,0,0.5,0.5,66.51917404,32.74336283,-16.26917404,2
36059-0222081,416,255,683,23.6,103,43.64,0,133,236,56.36,12.71,-12.72,-12.72,60.90775988,37.33528551,-17.26775988,2
36059-0222082,538,317,864,25.6,166,51.08,2.15,159,325,48.92,0,2.16,2.16,62.26851852,36.68981481,-11.18851852,2
36059-0222083,365,179,549,33.9,108,57.45,14.89,80,188,42.55,0,14.9,14.9,66.4845173,32.60473588,-9.034517304,2
36059-0222084,512,353,883,18,181,51.42,2.84,171,352,48.58,0,2.84,2.84,57.98414496,39.97734994,-6.56414496,2
36059-0222085,342,131,478,44.1,95,60.51,21.02,62,157,39.49,0,21.02,21.02,71.54811715,27.40585774,-11.03811715,2
36059-0222086,348,223,578,21.6,128,56.14,12.28,100,228,43.86,0,12.28,12.28,60.20761246,38.58131488,-4.067612457,2
36059-0222087,253,167,425,20.2,65,37.14,0,110,175,62.86,25.71,-25.72,-25.72,59.52941176,39.29411765,-22.38941176,2
36059-0222088,521,113,641,63.7,161,82.14,64.29,35,196,17.86,0,64.28,64.28,81.27925117,17.62870515,0.86074883,2
36059-0222090,542,139,694,58.1,179,76.17,52.34,56,235,23.83,0,52.34,52.34,78.09798271,20.02881844,-1.927982709,2
36059-0222095,296,323,633,-4.3,126,43.75,0,162,288,56.25,12.5,-12.5,-12.5,46.7614534,51.02685624,-3.011453397,2
36059-0222099,208,124,334,25.1,41,55.41,10.81,33,74,44.59,0,10.82,10.82,62.2754491,37.1257485,-6.865449102,2
36059-0222100,135,141,279,-2.2,24,28.24,0,61,85,71.76,43.53,-43.52,-43.52,48.38709677,50.53763441,-20.14709677,2
36059-0222101,25,4,29,72.4,0,0,0,0,0,0,0,0,0,86.20689655,13.79310345,-86.20689655,2
36059-0222103,15,16,31,-3.2,9,42.86,0,12,21,57.14,14.29,-14.28,-14.28,48.38709677,51.61290323,-5.527096774,2
36059-0222104,134,118,252,6.3,29,38.16,0,47,76,61.84,23.68,-23.68,-23.68,53.17460317,46.82539683,-15.01460317,2
36059-0222105,3,2,6,16.7,2,100,100,0,2,0,0,100,100,50,33.33333333,50,2
36059-0320001,376,453,848,-9.1,158,44.38,0,198,356,55.62,11.24,-11.24,-11.24,44.33962264,53.41981132,0.040377358,3
36059-0320002,392,393,801,-0.1,173,51.95,4.2,159,333,47.75,0,4.2,4.2,48.93882647,49.06367041,3.011173533,3
36059-0320003,457,518,995,-6.1,215,49.2,0,222,437,50.8,1.6,-1.6,-1.6,45.92964824,52.06030151,3.270351759,3
36059-0320004,444,354,819,11,235,59.19,18.39,162,397,40.81,0,18.38,18.38,54.21245421,43.22344322,4.977545788,3
36059-0320006,669,271,948,42,270,72.39,44.77,103,373,27.61,0,44.78,44.78,70.56962025,28.58649789,1.820379747,3
36059-0320008,620,114,739,68.5,155,88.07,76.14,21,176,11.93,0,76.14,76.14,83.89715832,15.42625169,4.172841678,3
36059-0320009,287,179,470,23,128,62.75,25.49,76,204,37.25,0,25.5,25.5,61.06382979,38.08510638,1.686170213,3
36059-0320010,427,263,705,23.3,183,63.99,27.97,103,286,36.01,0,27.98,27.98,60.56737589,37.30496454,3.422624113,3
36059-0320012,375,220,601,25.8,163,67.08,34.16,80,243,32.92,0,34.16,34.16,62.39600666,36.60565724,4.683993344,3
36059-0320013,480,470,973,1,238,54.09,8.18,202,440,45.91,0,8.18,8.18,49.331963,48.30421377,4.758036999,3
36059-0320014,505,292,811,26.3,218,66.26,32.83,110,329,33.43,0,32.83,32.83,62.26880395,36.00493218,3.991196054,3
36059-0320016,430,264,712,23.3,193,65.42,30.85,102,295,34.58,0,30.84,30.84,60.39325843,37.07865169,5.026741573,3
36059-0222092,290,175,472,24.4,104,64.2,28.4,58,162,35.8,0,28.4,28.4,61.44067797,37.07627119,2.759322034,2
36059-0222089,424,101,533,60.6,131,77.51,55.03,38,169,22.49,0,55.02,55.02,79.54971857,18.94934334,-2.039718574,2
36059-0320005,445,340,794,13.2,202,60.84,21.69,130,332,39.16,0,21.68,21.68,56.04534005,42.82115869,4.79465995,3
36059-0320007,338,223,567,20.3,143,67.77,35.55,68,211,32.23,0,35.54,35.54,59.61199295,39.329806,8.158007055,3
36059-0222096,2,3,5,-20,0,0,0,2,2,100,100,-100,-100,40,60,-40,2
36059-0320011,504,373,888,14.8,223,57.47,14.95,165,388,42.53,0,14.94,14.94,56.75675676,42.0045045,0.713243243,3
36059-0320015,432,235,679,29,157,67.97,35.93,74,231,32.03,0,35.94,35.94,63.62297496,34.60972018,4.347025037,3
36059-0320017,408,272,685,19.9,231,68.75,37.5,105,336,31.25,0,37.5,37.5,59.5620438,39.7080292,9.187956204,3
36059-0320018,417,363,791,6.8,240,60.15,20.55,158,399,39.6,0,20.55,20.55,52.71807838,45.89127686,7.431921618,3
36059-0320019,451,377,841,8.8,211,56.27,12.53,164,375,43.73,0,12.54,12.54,53.62663496,44.82758621,2.643365042,3
36059-0320020,381,250,639,20.5,113,59.47,18.95,77,190,40.53,0,18.94,18.94,59.62441315,39.12363067,-0.154413146,3
36059-0320021,434,273,719,22.4,202,67.56,35.12,97,299,32.44,0,35.12,35.12,60.36161335,37.96940195,7.198386648,3
36059-0320022,537,278,829,31.2,229,70.9,41.8,94,323,29.1,0,41.8,41.8,64.77683957,33.53437877,6.123160434,3
36059-0320023,355,210,568,25.5,167,66.8,33.6,83,250,33.2,0,33.6,33.6,62.5,36.97183099,4.3,3
36059-0320024,388,238,638,23.5,196,71.27,42.55,79,275,28.73,0,42.54,42.54,60.81504702,37.30407524,10.45495298,3
36059-0413001,376,218,603,26.2,110,63.95,27.91,62,172,36.05,0,27.9,27.9,62.35489221,36.15257048,1.595107794,4
36059-0413002,458,204,672,37.8,135,59.47,18.94,92,227,40.53,0,18.94,18.94,68.1547619,30.35714286,-8.684761905,4
36059-0413022,430,277,715,21.4,156,64.73,29.46,85,241,35.27,0,29.46,29.46,60.13986014,38.74125874,4.59013986,4
36059-0413003,240,95,339,42.8,74,71.15,42.31,30,104,28.85,0,42.3,42.3,70.79646018,28.02359882,0.353539823,4
36059-0413004,345,259,611,14.1,89,55.97,11.95,70,159,44.03,0,11.94,11.94,56.46481178,42.38952537,-0.494811784,4
36059-0413008,775,85,863,80,313,90.72,81.45,32,345,9.28,0,81.44,81.44,89.80301275,9.849362688,0.916987254,4
36059-0413009,163,55,218,49.5,41,78.85,57.69,11,52,21.15,0,57.7,57.7,74.7706422,25.2293578,4.079357798,4
36059-0413014,25,0,25,100,8,88.89,77.78,1,9,11.11,0,77.78,77.78,100,0,-11.11,4
36059-0413015,190,50,242,57.9,47,64.38,28.77,26,73,35.62,0,28.76,28.76,78.51239669,20.66115702,-14.13239669,4
36059-0413019,434,140,579,50.8,110,63.95,27.91,62,172,36.05,0,27.9,27.9,74.95682211,24.17962003,-11.00682211,4
36059-0413024,5,4,9,11.1,3,75,50,1,4,25,0,50,50,55.55555556,44.44444444,19.44444444,4
36059-0413025,6,0,6,100,0,0,0,0,0,0,0,0,0,100,0,-100,4
36059-0415001,122,107,233,6.4,27,38.57,0,43,70,61.43,22.86,-22.86,-22.86,52.36051502,45.92274678,-13.79051502,4
36059-0415003,27,7,36,55.6,2,100,100,0,2,0,0,100,100,75,19.44444444,25,4
36059-0415004,95,12,107,77.6,16,88.89,77.78,2,18,11.11,0,77.78,77.78,88.78504673,11.21495327,0.104953271,4
36059-0415006,192,125,319,21,64,57.66,15.32,47,111,42.34,0,15.32,15.32,60.18808777,39.18495298,-2.528087774,4
36059-0415007,353,321,680,4.7,146,49.83,0,147,293,50.17,0.34,-0.34,-0.34,51.91176471,47.20588235,-2.081764706,4
36059-0415009,32,30,62,3.2,4,44.44,0,5,9,55.56,11.11,-11.12,-11.12,51.61290323,48.38709677,-7.172903226,4
36059-0415010,10,2,14,57.1,3,100,100,0,3,0,0,100,100,71.42857143,14.28571429,28.57142857,4
36059-0415012,3,0,3,100,0,0,0,0,0,0,0,0,0,100,0,-100,4
36059-0415013,4,0,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,4
36059-0416001,163,725,893,-62.9,65,13.95,0,401,466,86.05,72.1,-72.1,-72.1,18.25307951,81.18701008,-4.303079507,4
36059-0416005,247,486,738,-32.4,87,23.32,0,286,373,76.68,53.35,-53.36,-53.36,33.46883469,65.85365854,-10.14883469,4
36059-0416006,106,383,492,-56.3,48,20.25,0,189,237,79.75,59.49,-59.5,-59.5,21.54471545,77.84552846,-1.294715447,4
36059-0416007,183,319,508,-26.8,76,36.36,0,133,209,63.64,27.27,-27.28,-27.28,36.02362205,62.79527559,0.336377953,4
36059-0416008,233,345,583,-19.2,80,29.52,0,190,271,70.11,40.59,-40.59,-40.59,39.96569468,59.17667238,-10.44569468,4
36059-0416011,240,332,574,-16,110,39.43,0,169,279,60.57,21.15,-21.14,-21.14,41.81184669,57.83972125,-2.38184669,4
36059-0416012,325,323,655,0.3,138,45.7,0,164,302,54.3,8.61,-8.6,-8.6,49.61832061,49.3129771,-3.918320611,4
36059-0416016,200,226,438,-5.9,73,42.44,0,99,172,57.56,15.12,-15.12,-15.12,45.66210046,51.59817352,-3.222100457,4
36059-0416015,211,220,434,-2.1,83,47.16,0,93,176,52.84,5.68,-5.68,-5.68,48.61751152,50.69124424,-1.457511521,4
36059-0416017,357,297,664,9,143,46.73,0,163,306,53.27,6.54,-6.54,-6.54,53.76506024,44.72891566,-7.035060241,4
36059-0416018,478,192,675,42.4,188,72.59,45.17,71,259,27.41,0,45.18,45.18,70.81481481,28.44444444,1.775185185,4
36059-0416019,358,129,491,46.6,174,75.65,51.3,56,230,24.35,0,51.3,51.3,72.91242363,26.27291242,2.737576375,4
36059-0416021,437,125,572,54.5,148,75.51,51.02,48,196,24.49,0,51.02,51.02,76.3986014,21.85314685,-0.888601399,4
36059-0416023,466,212,686,37,167,64.73,29.46,91,258,35.27,0,29.46,29.46,67.93002915,30.90379009,-3.200029155,4
36059-0416024,417,177,603,39.8,165,62.98,25.95,97,262,37.02,0,25.96,25.96,69.15422886,29.35323383,-6.174228856,4
36059-0416026,504,283,799,27.7,147,59.04,18.07,102,249,40.96,0,18.08,18.08,63.07884856,35.41927409,-4.038848561,4
36059-0416027,48,17,66,47,5,83.33,66.67,1,6,16.67,0,66.66,66.66,72.72727273,25.75757576,10.60272727,4
36059-0416028,467,209,688,37.5,189,70.79,41.95,77,267,28.84,0,41.95,41.95,67.87790698,30.37790698,2.912093023,4
36059-0416030,340,182,528,29.9,104,56.22,12.43,81,185,43.78,0,12.44,12.44,64.39393939,34.46969697,-8.173939394,4
36059-0416032,388,213,606,28.9,107,61.14,22.29,68,175,38.86,0,22.28,22.28,64.02640264,35.14851485,-2.88640264,4
36059-0416033,413,207,625,33,135,65.22,30.43,72,207,34.78,0,30.44,30.44,66.08,33.12,-0.86,4
36059-0416035,539,222,775,40.9,151,62.66,25.31,90,241,37.34,0,25.32,25.32,69.5483871,28.64516129,-6.888387097,4
36059-0416038,480,237,724,33.6,96,59.26,18.52,66,162,40.74,0,18.52,18.52,66.29834254,32.73480663,-7.038342541,4
36059-0416040,561,202,772,46.5,237,74.29,48.59,82,319,25.71,0,48.58,48.58,72.66839378,26.16580311,1.621606218,4
36059-0416041,706,301,1019,39.7,266,67.34,34.68,129,395,32.66,0,34.68,34.68,69.28361138,29.53876349,-1.943611384,4
36059-0416042,479,314,801,20.6,187,58.07,16.15,135,322,41.93,0,16.14,16.14,59.80024969,39.20099875,-1.730249688,4
36059-0416043,672,306,987,37.1,242,64.19,28.38,135,377,35.81,0,28.38,28.38,68.08510638,31.00303951,-3.895106383,4
36059-0416044,578,214,803,45.3,182,72.8,45.6,68,250,27.2,0,45.6,45.6,71.98007472,26.65006227,0.81992528,4
36059-0416045,316,165,487,31,111,62.36,24.72,67,178,37.64,0,24.72,24.72,64.88706366,33.88090349,-2.527063655,4
36059-0416046,723,241,982,49.1,274,72.68,45.36,103,377,27.32,0,45.36,45.36,73.62525458,24.54175153,-0.945254582,4
36059-0416047,573,266,849,36.2,272,69.39,38.78,120,392,30.61,0,38.78,38.78,67.49116608,31.33097762,1.898833922,4
36059-0416048,513,161,690,51,195,67.01,34.02,96,291,32.99,0,34.02,34.02,74.34782609,23.33333333,-7.337826087,4
36059-0416049,476,201,690,39.9,164,61.19,22.39,104,268,38.81,0,22.38,22.38,68.98550725,29.13043478,-7.795507246,4
36059-0416050,540,181,733,49,249,72.81,45.61,93,342,27.19,0,45.62,45.62,73.66984993,24.69304229,-0.859849932,4
36059-0416051,353,176,538,32.9,141,68.45,36.89,65,206,31.55,0,36.9,36.9,65.6133829,32.71375465,2.8366171,4
36059-0416052,318,160,481,32.8,100,65.36,30.72,53,153,34.64,0,30.72,30.72,66.11226611,33.26403326,-0.752266112,4
36059-0416061,330,163,499,33.5,90,53.89,7.78,77,167,46.11,0,7.78,7.78,66.13226453,32.66533066,-12.24226453,4
36059-0416055,367,161,541,38.1,139,61.78,23.56,86,225,38.22,0,23.56,23.56,67.83733826,29.75970425,-6.057338262,4
36059-0416056,275,287,571,-2.1,93,43.26,0,122,215,56.74,13.49,-13.48,-13.48,48.16112084,50.26269702,-4.901120841,4
36059-0416057,394,512,933,-12.6,156,38.14,0,253,409,61.86,23.72,-23.72,-23.72,42.22936763,54.87674169,-4.089367631,4
36059-0416058,340,317,675,3.4,153,52.94,5.88,136,289,47.06,0,5.88,5.88,50.37037037,46.96296296,2.56962963,4
36059-0416059,384,280,668,15.6,142,57.26,14.52,106,248,42.74,0,14.52,14.52,57.48502994,41.91616766,-0.22502994,4
36059-0416060,435,474,933,-4.2,153,44.48,0,191,344,55.52,11.05,-11.04,-11.04,46.62379421,50.80385852,-2.143794212,4
36059-0416066,284,286,576,-0.3,112,47.46,0,124,236,52.54,5.08,-5.08,-5.08,49.30555556,49.65277778,-1.845555556,4
36059-0416068,219,266,494,-9.5,92,38.02,0,150,242,61.98,23.97,-23.96,-23.96,44.33198381,53.84615385,-6.311983806,4
36059-0416070,123,56,180,37.2,31,54.39,8.77,26,57,45.61,0,8.78,8.78,68.33333333,31.11111111,-13.94333333,4
36059-0416072,409,321,734,12,96,51.34,2.67,91,187,48.66,0,2.68,2.68,55.72207084,43.73297003,-4.382070845,4
36059-0416075,298,129,432,39.1,84,65.63,31.25,44,128,34.38,0,31.25,31.25,68.98148148,29.86111111,-3.351481481,4
36059-0416076,392,89,488,62.1,107,85.6,71.2,18,125,14.4,0,71.2,71.2,80.32786885,18.23770492,5.272131148,4
36059-0416079,373,127,509,48.3,132,80,60,33,165,20,0,60,60,73.28094303,24.95088409,6.719056974,4
36059-0416080,616,279,904,37.3,187,64.71,29.41,102,289,35.29,0,29.42,29.42,68.14159292,30.86283186,-3.43159292,4
36059-0416081,226,95,326,40.2,70,64.22,28.44,39,109,35.78,0,28.44,28.44,69.32515337,29.14110429,-5.105153374,4
36059-0416095,175,169,349,1.7,63,47.37,0,70,133,52.63,5.26,-5.26,-5.26,50.14326648,48.42406877,-2.773266476,4
36059-0416097,369,363,746,0.8,103,47.03,0,116,219,52.97,5.94,-5.94,-5.94,49.46380697,48.65951743,-2.433806971,4
36059-0416098,338,242,586,16.4,120,62.18,24.35,73,193,37.82,0,24.36,24.36,57.67918089,41.29692833,4.500819113,4
36059-0416100,446,315,772,17,162,59.78,19.56,109,271,40.22,0,19.56,19.56,57.77202073,40.80310881,2.007979275,4
36059-0413005,541,313,864,26.4,141,56.4,12.8,109,250,43.6,0,12.8,12.8,62.61574074,36.22685185,-6.215740741,4
36059-0413006,464,215,688,36.2,157,67.97,35.93,74,231,32.03,0,35.94,35.94,67.44186047,31.25,0.528139535,4
36059-0413007,266,137,405,31.9,81,66.39,33.61,40,122,32.79,0,33.6,33.6,65.67901235,33.82716049,0.710987654,4
36059-0415002,316,101,424,50.7,144,79.12,58.24,38,182,20.88,0,58.24,58.24,74.52830189,23.82075472,4.591698113,4
36059-0413010,331,52,390,71.5,144,90,80,16,160,10,0,80,80,84.87179487,13.33333333,5.128205128,4
36059-0415005,251,161,415,21.7,82,52.56,5.13,74,156,47.44,0,5.12,5.12,60.48192771,38.79518072,-7.921927711,4
36059-0415008,438,713,1162,-23.7,153,36.78,0,262,416,62.98,26.2,-26.2,-26.2,37.69363167,61.35972461,-0.91363167,4
36059-0416092,445,296,748,19.9,130,54.39,8.79,109,239,45.61,0,8.78,8.78,59.49197861,39.57219251,-5.10197861,4
36059-0416096,453,545,1017,-9,204,43.78,0,261,466,56.01,12.23,-12.23,-12.23,44.54277286,53.58898722,-0.762772861,4
36059-0413011,535,36,573,87.1,150,94.34,89.31,8,159,5.03,0,89.31,89.31,93.36823735,6.282722513,0.971762653,4
36059-0413012,984,81,1076,83.9,310,91.99,84.27,26,337,7.72,0,84.27,84.27,91.44981413,7.527881041,0.540185874,4
36059-0413018,350,153,506,38.9,111,76.55,53.1,34,145,23.45,0,53.1,53.1,69.16996047,30.23715415,7.380039526,4
36059-0413013,540,36,579,87,188,91.26,83.5,16,206,7.77,0,83.49,83.49,93.2642487,6.21761658,-2.004248705,4
36059-0416082,313,167,486,30,86,58.9,18.49,59,146,40.41,0,18.49,18.49,64.40329218,34.36213992,-5.503292181,4
36059-0413017,265,63,329,61.4,62,80.52,61.04,15,77,19.48,0,61.04,61.04,80.54711246,19.14893617,-0.027112462,4
36059-0413020,849,103,958,77.9,259,84.09,68.18,49,308,15.91,0,68.18,68.18,88.62212944,10.75156576,-4.532129436,4
36059-0416091,278,184,469,20,105,57.69,15.38,77,182,42.31,0,15.38,15.38,59.2750533,39.23240938,-1.585053305,4
36059-0413021,915,77,1000,83.8,251,91.27,82.91,23,275,8.36,0,82.91,82.91,91.5,7.7,-0.23,4
36059-0413023,52,26,80,32.5,4,100,100,0,4,0,0,100,100,65,32.5,35,4
36059-0415011,37,30,69,10.1,3,42.86,0,4,7,57.14,14.29,-14.28,-14.28,53.62318841,43.47826087,-10.76318841,4
36059-0416053,448,146,600,50.3,221,78.37,56.74,61,282,21.63,0,56.74,56.74,74.66666667,24.33333333,3.703333333,4
36059-0416002,184,547,737,-49.3,64,19.81,0,259,323,80.19,60.37,-60.38,-60.38,24.9660787,74.21981004,-5.156078697,4
36059-0416009,228,338,571,-19.3,83,29.02,0,203,286,70.98,41.96,-41.96,-41.96,39.92994746,59.1943958,-10.90994746,4
36059-0416010,245,449,698,-29.2,115,32.49,0,239,354,67.51,35.03,-35.02,-35.02,35.10028653,64.32664756,-2.610286533,4
36059-0416065,290,269,575,3.7,127,51.84,3.67,118,245,48.16,0,3.68,3.68,50.43478261,46.7826087,1.405217391,4
36059-0416067,221,227,455,-1.3,87,50.88,1.75,84,171,49.12,0,1.76,1.76,48.57142857,49.89010989,2.308571429,4
36059-0416003,182,595,783,-52.7,64,16.24,0,330,394,83.76,67.51,-67.52,-67.52,23.24393359,75.98978289,-7.003933589,4
36059-0416013,434,337,782,12.4,189,55.92,11.83,149,338,44.08,0,11.84,11.84,55.49872123,43.09462916,0.421278772,4
36059-0416014,374,269,650,16.2,133,52.36,4.72,121,254,47.64,0,4.72,4.72,57.53846154,41.38461538,-5.178461538,4
36059-0416025,330,305,644,3.9,138,48.25,0,148,286,51.75,3.5,-3.5,-3.5,51.24223602,47.36024845,-2.992236025,4
36059-0416020,364,253,623,17.8,128,57.66,15.32,94,222,42.34,0,15.32,15.32,58.42696629,40.60995185,-0.766966292,4
36059-0416022,685,283,977,41.1,237,70.54,41.07,99,336,29.46,0,41.08,41.08,70.11258956,28.96622313,0.42741044,4
36059-0416029,333,172,513,31.4,132,59.73,19.46,89,221,40.27,0,19.46,19.46,64.9122807,33.52826511,-5.182280702,4
36059-0416063,464,410,886,6.1,216,50.12,0.23,215,431,49.88,0,0.24,0.24,52.37020316,46.27539503,-2.25020316,4
36059-0416031,253,140,397,28.5,81,69.23,38.46,36,117,30.77,0,38.46,38.46,63.7279597,35.26448363,5.502040302,4
36059-0416069,312,476,794,-20.7,75,30.49,0,171,246,69.51,39.02,-39.02,-39.02,39.29471033,59.94962217,-8.804710327,4
36059-0416104,5,8,13,-23.1,2,100,100,0,2,0,0,100,100,38.46153846,61.53846154,61.53846154,4
36059-0416071,303,535,855,-27.1,104,30.41,0,238,342,69.59,39.18,-39.18,-39.18,35.43859649,62.57309942,-5.028596491,4
36059-0416034,311,247,566,11.3,131,54.58,9.17,109,240,45.42,0,9.16,9.16,54.94699647,43.63957597,-0.366996466,4
36059-0416087,332,246,584,14.7,111,60.66,21.31,72,183,39.34,0,21.32,21.32,56.84931507,42.12328767,3.810684932,4
36059-0416094,248,204,460,9.6,95,56.21,12.43,74,169,43.79,0,12.42,12.42,53.91304348,44.34782609,2.296956522,4
36059-0416036,600,300,911,32.9,151,55.93,11.85,119,270,44.07,0,11.86,11.86,65.86169045,32.93084523,-9.93169045,4
36059-0416073,389,275,667,17.1,95,54.91,9.83,78,173,45.09,0,9.82,9.82,58.32083958,41.22938531,-3.41083958,4
36059-0416078,301,306,617,-0.8,94,42.92,0,125,219,57.08,14.16,-14.16,-14.16,48.78444084,49.59481361,-5.864440843,4
36059-0416074,227,216,445,2.5,108,51.67,3.35,101,209,48.33,0,3.34,3.34,51.01123596,48.53932584,0.658764045,4
36059-0416077,475,285,769,24.7,151,57.41,14.83,112,263,42.59,0,14.82,14.82,61.76853056,37.06111834,-4.358530559,4
36059-0416083,282,237,525,8.6,92,55.42,10.84,74,166,44.58,0,10.84,10.84,53.71428571,45.14285714,1.705714286,4
36059-0416084,269,211,483,12,80,50.31,0.63,79,159,49.69,0,0.62,0.62,55.69358178,43.68530021,-5.383581781,4
36059-0416085,249,190,443,13.3,102,54.55,9.09,85,187,45.45,0,9.1,9.1,56.20767494,42.88939052,-1.657674944,4
36059-0416086,509,384,903,13.8,153,53.31,6.62,134,287,46.69,0,6.62,6.62,56.36766334,42.52491694,-3.057663344,4
36059-0416113,15,17,32,-6.2,1,50,0,1,2,50,0,0,0,46.875,53.125,3.125,4
36059-0416089,192,164,364,7.7,67,53.6,8,57,125,45.6,0,8,8,52.74725275,45.05494505,0.852747253,4
36059-0416090,257,171,436,19.7,76,56.72,13.43,58,134,43.28,0,13.44,13.44,58.94495413,39.22018349,-2.224954128,4
36059-0416093,323,245,570,13.7,112,59.89,19.79,75,187,40.11,0,19.78,19.78,56.66666667,42.98245614,3.223333333,4
36059-0416101,585,327,927,27.8,177,64.84,29.67,96,273,35.16,0,29.68,29.68,63.10679612,35.27508091,1.733203883,4
36059-0416103,362,232,596,21.8,129,57.85,15.7,94,223,42.15,0,15.7,15.7,60.73825503,38.9261745,-2.888255034,4
36059-0416105,670,455,1132,19,254,60.33,20.67,167,421,39.67,0,20.66,20.66,59.18727915,40.19434629,1.142720848,4
36059-0416107,61,58,120,2.5,3,100,100,0,3,0,0,100,100,50.83333333,48.33333333,49.16666667,4
36059-0416108,330,241,581,15.3,107,54.87,9.74,88,195,45.13,0,9.74,9.74,56.79862306,41.48020654,-1.928623064,4
36059-0416109,216,201,422,3.6,50,36.76,0,85,136,62.5,25.74,-25.74,-25.74,51.18483412,47.63033175,-14.42483412,4
36059-0416110,206,229,440,-5.2,65,42.76,0,87,152,57.24,14.47,-14.48,-14.48,46.81818182,52.04545455,-4.058181818,4
36059-0416111,269,308,580,-6.7,111,45.31,0,134,245,54.69,9.39,-9.38,-9.38,46.37931034,53.10344828,-1.069310345,4
36059-0416112,252,171,431,18.8,85,58.22,16.44,61,146,41.78,0,16.44,16.44,58.46867749,39.67517401,-0.248677494,4
36059-0416114,7,10,17,-17.6,14,37.84,0,23,37,62.16,24.32,-24.32,-24.32,41.17647059,58.82352941,-3.336470588,4
36059-0416115,2,3,5,-20,5,50,0,5,10,50,0,0,0,40,60,10,4
36059-0416116,5,1,6,66.7,0,0,0,0,0,0,0,0,0,83.33333333,16.66666667,-83.33333333,4
36059-0416117,404,189,599,35.9,235,74.84,49.68,79,314,25.16,0,49.68,49.68,67.4457429,31.55258765,7.394257095,4
36059-0416118,1,0,1,100,0,0,0,0,0,0,0,0,0,100,0,-100,4
36059-0419018,8,5,13,23.1,1,50,0,1,2,50,0,0,0,61.53846154,38.46153846,-11.53846154,4
36059-0419001,281,254,544,5,89,43.84,0,114,203,56.16,12.32,-12.32,-12.32,51.65441176,46.69117647,-7.814411765,4
36059-0419007,364,308,683,8.2,108,43.9,0,138,246,56.1,12.2,-12.2,-12.2,53.2942899,45.09516837,-9.394289898,4
36059-0419008,234,193,431,9.5,49,42.61,0,66,115,57.39,14.78,-14.78,-14.78,54.29234339,44.77958237,-11.68234339,4
36059-0419010,467,397,875,8,155,50.99,1.97,149,304,49.01,0,1.98,1.98,53.37142857,45.37142857,-2.381428571,4
36059-0419011,379,356,747,3.1,108,44.63,0,134,242,55.37,10.74,-10.74,-10.74,50.73627845,47.65729585,-6.106278447,4
36059-0419012,353,336,695,2.4,112,44.62,0,139,251,55.38,10.76,-10.76,-10.76,50.79136691,48.34532374,-6.171366906,4
36059-0419013,317,445,766,-16.7,115,37.58,0,191,306,62.42,24.84,-24.84,-24.84,41.38381201,58.09399478,-3.80381201,4
36059-0419016,400,362,768,4.9,104,38.81,0,164,268,61.19,22.39,-22.38,-22.38,52.08333333,47.13541667,-13.27333333,4
36059-0419002,333,380,725,-6.5,97,37.02,0,165,262,62.98,25.95,-25.96,-25.96,45.93103448,52.4137931,-8.911034483,4
36059-0419015,290,269,566,3.7,92,44.02,0,117,209,55.98,11.96,-11.96,-11.96,51.23674912,47.52650177,-7.216749117,4
36059-0419003,218,161,381,15,66,46.81,0,75,141,53.19,6.38,-6.38,-6.38,57.21784777,42.25721785,-10.40784777,4
36059-0419005,253,202,461,11.1,83,55.7,11.41,66,149,44.3,0,11.4,11.4,54.88069414,43.81778742,0.819305857,4
36059-0419009,449,401,862,5.6,121,43.37,0,158,279,56.63,13.26,-13.26,-13.26,52.08816705,46.51972158,-8.718167053,4
36059-0419004,285,187,477,20.5,71,49.31,0,72,144,50,0.69,-0.69,-0.69,59.74842767,39.2033543,-10.43842767,4
36059-0419006,309,266,578,7.4,118,61.14,22.28,75,193,38.86,0,22.28,22.28,53.46020761,46.02076125,7.679792388,4
36059-0419014,227,247,478,-4.2,74,42.05,0,102,176,57.95,15.91,-15.9,-15.9,47.48953975,51.67364017,-5.439539749,4
36059-0419019,186,37,227,65.6,36,81.82,63.64,8,44,18.18,0,63.64,63.64,81.93832599,16.29955947,-0.118325991,4
36059-0419020,367,384,764,-2.2,133,48.36,0,141,275,51.27,2.91,-2.91,-2.91,48.03664921,50.2617801,0.323350785,4
36059-0419021,344,305,657,5.9,131,48.7,0,138,269,51.3,2.6,-2.6,-2.6,52.35920852,46.42313546,-3.659208524,4
