ED,Reported *,Zohran Kwame Mamdani (Democratic),Curtis A. Sliwa (Republican),Irene Estrada (Conservative),Zohran Kwame Mamdani (Working Families),Curtis A. Sliwa (Protect Animals),Eric L. Adams (Safe&Affordable/EndAntiSemitism),Joseph Hernandez (Quality of Life),Andrew M. Cuomo (Fight and Deliver),Jim Walden (Integrity),WRITE-IN,AD
14,99.00%,320,61,1,71,3,1,0,412,3,4,81
15,99.00%,253,26,1,50,2,1,0,374,2,4,81
16,99.00%,173,30,1,35,4,1,0,236,0,3,81
17,99.00%,358,43,1,77,3,0,0,236,0,2,81
18,99.00%,142,9,0,15,1,5,0,113,0,2,81
19,99.00%,322,31,2,70,4,1,0,329,0,6,81
20,99.00%,237,31,0,74,4,0,0,239,1,5,81
21,99.00%,325,35,3,82,5,2,1,314,1,7,81
22,99.00%,259,37,3,37,6,1,1,433,1,8,81
23,99.00%,313,18,2,60,4,0,0,158,2,0,81
24,99.00%,129,11,1,15,0,1,0,109,0,0,81
25,99.00%,143,15,1,23,1,4,1,378,2,7,81
26,99.00%,296,39,1,48,7,2,1,193,0,1,81
27,99.00%,337,48,2,58,4,2,1,393,5,4,81
28,99.00%,346,28,1,45,2,1,0,579,4,6,81
29,99.00%,305,45,1,49,4,0,0,561,1,5,81
30,99.00%,221,22,0,43,2,1,0,547,0,5,81
31,99.00%,302,43,0,46,2,0,1,638,3,3,81
32,99.00%,206,33,1,44,4,0,0,398,0,3,81
33,99.00%,79,29,1,11,5,1,0,153,2,1,81
34,99.00%,305,41,2,35,3,0,0,336,1,4,81
35,99.00%,293,62,0,40,5,1,0,305,3,7,81
36,99.00%,207,50,4,29,3,0,2,200,2,2,81
37,99.00%,311,60,0,64,3,1,0,285,0,3,81
38,99.00%,226,43,0,47,3,2,0,260,0,2,81
39,99.00%,235,54,1,41,1,1,0,233,0,1,81
40,99.00%,210,46,0,33,3,1,0,249,2,3,81
41,99.00%,155,97,2,23,5,2,2,244,1,2,81
42,99.00%,162,87,0,55,7,2,0,238,0,1,81
43,99.00%,173,119,0,37,4,0,0,290,3,1,81
44,99.00%,250,27,0,14,0,3,0,190,1,1,81
45,99.00%,183,54,1,36,5,1,0,201,1,1,81
46,99.00%,125,16,1,18,4,1,0,102,1,0,81
47,99.00%,258,15,2,23,3,2,1,144,0,0,81
48,99.00%,335,23,1,24,3,2,0,203,0,1,81
49,99.00%,177,22,0,17,1,3,1,141,1,0,81
50,90.00%,205,29,1,32,4,2,0,142,0,0,81
51,99.00%,250,25,2,40,1,0,1,103,0,1,81
52,99.00%,144,12,0,12,2,1,0,155,0,0,81
53,99.00%,213,42,2,47,1,2,0,208,0,2,81
54,99.00%,256,33,2,55,3,4,0,250,4,0,81
55,99.00%,119,7,0,12,1,0,0,117,0,1,81
56,99.00%,311,47,3,63,4,0,0,308,0,5,81
57,99.00%,156,17,0,13,1,3,0,103,0,1,81
58,99.00%,176,12,1,7,0,1,0,125,2,0,81
59,99.00%,0,0,0,0,0,0,0,0,0,0,81
60,99.00%,0,0,0,0,0,0,0,0,0,0,81
61,99.00%,0,0,0,0,0,0,0,0,0,0,81
62,99.00%,0,0,0,0,0,0,0,0,0,0,81
1,99.00%,104,300,1,12,10,0,0,375,0,1,82
2,99.00%,57,88,0,2,4,1,0,145,0,1,82
3,99.00%,142,128,0,14,7,1,0,256,0,0,82
4,99.00%,155,138,0,18,5,2,0,227,1,1,82
5,99.00%,119,98,4,13,2,1,0,176,0,0,82
6,99.00%,105,242,1,10,10,1,0,285,0,3,82
7,99.00%,159,80,0,8,10,0,0,205,0,2,82
8,99.00%,132,122,0,22,7,1,1,208,1,2,82
9,99.00%,158,117,0,16,4,2,1,233,0,0,82
10,99.00%,195,95,1,30,6,0,0,241,1,0,82
11,99.00%,146,71,2,16,4,0,1,196,0,0,82
12,99.00%,101,16,1,6,3,2,1,84,0,1,82
13,99.00%,85,12,2,11,2,0,0,84,0,0,82
14,99.00%,99,14,0,9,2,1,0,110,0,0,82
15,99.00%,175,106,4,29,3,0,0,216,0,0,82
16,99.00%,209,90,1,6,2,0,0,247,0,1,82
17,99.00%,10,9,0,1,0,0,0,18,0,0,82
18,99.00%,136,178,4,14,9,0,0,262,0,0,82
19,99.00%,125,180,1,18,6,0,0,311,0,0,82
20,99.00%,154,211,0,15,5,3,2,398,1,1,82
21,99.00%,85,135,1,8,10,3,0,266,0,0,82
22,99.00%,77,115,0,6,6,0,0,215,0,1,82
23,99.00%,91,116,1,5,1,1,0,198,0,0,82
24,99.00%,83,66,2,13,2,0,1,155,0,0,82
25,99.00%,237,78,0,33,9,1,0,227,0,0,82
26,99.00%,167,62,3,25,3,0,1,155,1,1,82
27,99.00%,125,91,2,21,2,1,0,179,0,2,82
28,99.00%,249,116,1,33,6,0,0,278,0,0,82
29,99.00%,223,85,2,28,4,1,1,245,0,2,82
30,99.00%,208,76,2,38,3,1,1,188,0,2,82
31,99.00%,165,86,0,18,3,0,0,194,1,1,82
32,99.00%,211,137,0,31,2,3,0,244,1,0,82
33,99.00%,130,123,0,18,5,1,0,222,0,0,82
34,99.00%,139,63,2,16,3,0,0,130,0,0,82
35,99.00%,92,17,1,11,0,1,0,63,1,2,82
36,99.00%,411,21,0,24,5,0,0,95,0,0,82
37,99.00%,4,1,0,1,0,0,0,6,0,0,82
38,99.00%,240,96,0,28,5,1,1,249,0,0,82
39,99.00%,155,71,2,7,3,1,1,178,0,1,82
40,99.00%,234,30,1,27,3,1,0,137,0,0,82
41,99.00%,216,165,1,33,14,2,1,422,0,4,82
42,99.00%,213,144,2,52,11,1,1,398,2,5,82
43,99.00%,134,57,3,21,5,0,0,171,0,1,82
44,99.00%,138,55,0,13,7,2,0,164,0,1,82
45,99.00%,159,28,3,9,3,3,1,230,1,2,82
46,99.00%,239,33,0,17,2,6,2,274,1,3,82
47,99.00%,218,20,2,16,4,3,0,200,1,0,82
48,99.00%,283,28,3,21,1,5,1,298,0,2,82
49,99.00%,298,22,0,14,3,10,0,239,0,0,82
50,99.00%,227,26,0,11,4,3,0,222,0,2,82
51,99.00%,240,21,0,10,2,9,0,217,0,1,82
52,99.00%,297,17,0,11,5,3,0,266,1,0,82
53,99.00%,47,14,1,6,1,0,0,73,0,0,82
54,99.00%,300,24,2,14,3,2,2,351,2,0,82
55,99.00%,287,37,1,22,3,3,0,321,0,2,82
56,99.00%,226,16,0,12,1,7,0,257,0,3,82
57,99.00%,325,28,0,22,4,7,0,315,1,2,82
58,99.00%,316,25,1,19,4,5,0,324,0,3,82
59,99.00%,308,30,0,13,2,3,0,350,2,3,82
60,99.00%,278,29,1,22,3,4,0,307,1,1,82
61,99.00%,300,30,0,13,3,5,1,283,0,4,82
62,99.00%,255,20,1,10,3,2,0,252,0,4,82
63,99.00%,291,29,1,21,1,1,0,343,1,7,82
64,99.00%,314,40,4,19,0,4,1,310,0,4,82
65,99.00%,0,0,0,0,0,0,0,0,0,0,82
66,99.00%,0,0,0,0,0,0,0,0,0,0,82
67,99.00%,0,0,0,0,0,0,0,0,0,0,82
68,99.00%,0,0,0,0,0,0,0,0,0,0,82
69,99.00%,0,0,0,0,0,0,0,0,0,0,82
70,99.00%,0,0,0,0,0,0,0,0,0,0,82
71,99.00%,0,0,0,0,0,0,0,0,0,0,82
72,99.00%,0,0,0,0,0,0,0,0,0,0,82
73,99.00%,0,0,0,0,0,0,0,0,0,0,82
74,99.00%,0,0,0,0,0,0,0,0,0,0,82
75,99.00%,0,0,0,0,0,0,0,0,0,0,82
76,99.00%,0,0,0,0,0,0,0,0,0,0,82
77,99.00%,0,0,0,0,0,0,0,0,0,0,82
1,37.50%,89,4,0,4,1,3,0,35,0,0,83
2,37.50%,67,2,0,10,2,0,0,61,0,0,83
3,37.50%,79,6,0,4,2,1,0,44,0,2,83
4,99.00%,183,10,3,4,0,3,0,136,0,0,83
5,37.50%,56,3,0,1,1,0,0,65,0,0,83
6,99.00%,228,21,1,16,0,0,0,155,0,0,83
7,33.33%,84,8,0,6,0,2,0,82,0,3,83
8,99.00%,220,5,0,11,0,1,1,110,0,0,83
9,99.00%,136,15,0,15,2,3,0,124,0,3,83
10,99.00%,197,10,0,7,1,1,0,142,0,0,83
11,99.00%,284,12,1,23,1,1,0,166,1,2,83
12,99.00%,181,14,1,16,1,1,0,130,0,2,83
13,99.00%,187,15,0,16,0,2,0,115,0,0,83
14,99.00%,143,11,1,10,0,6,0,144,0,0,83
15,99.00%,200,12,3,17,0,5,1,124,1,1,83
16,99.00%,181,9,0,9,0,5,0,177,0,1,83
17,99.00%,231,15,2,20,2,2,0,200,0,3,83
18,99.00%,145,8,1,8,0,3,0,107,0,0,83
19,99.00%,176,7,0,7,2,3,0,141,0,0,83
20,99.00%,255,8,0,9,1,1,0,161,0,0,83
21,33.33%,96,0,1,4,1,1,0,54,0,1,83
22,33.33%,44,1,0,1,0,0,0,23,0,0,83
23,33.33%,74,0,0,4,0,2,0,52,0,1,83
24,33.33%,61,3,0,2,0,0,0,45,1,0,83
25,99.00%,285,7,1,8,1,2,0,163,0,0,83
26,99.00%,201,18,0,22,2,1,1,142,0,0,83
27,99.00%,148,11,2,10,2,0,0,113,0,1,83
28,99.00%,160,5,1,6,0,3,0,108,0,0,83
29,99.00%,232,18,0,13,0,1,1,171,1,0,83
30,99.00%,187,15,0,10,2,0,0,152,0,1,83
31,99.00%,190,10,0,17,0,1,0,148,0,1,83
32,99.00%,207,17,1,13,2,3,0,178,0,2,83
33,99.00%,211,15,3,11,0,2,0,190,1,0,83
34,99.00%,256,11,1,11,0,7,0,177,0,1,83
35,99.00%,196,14,0,14,1,3,0,163,0,0,83
36,99.00%,130,11,0,9,0,0,0,124,0,0,83
37,99.00%,171,11,1,10,0,1,1,123,0,1,83
38,99.00%,137,11,0,7,0,3,0,117,0,1,83
39,99.00%,173,14,0,6,2,2,0,147,0,1,83
40,99.00%,132,14,0,6,0,0,0,106,0,1,83
41,99.00%,262,13,1,13,2,2,0,185,0,0,83
42,99.00%,105,4,0,3,0,1,0,97,0,1,83
43,99.00%,244,13,0,9,0,1,0,220,0,0,83
44,99.00%,281,21,1,18,0,3,0,236,1,1,83
45,99.00%,133,3,0,10,1,1,0,123,0,0,83
46,99.00%,254,25,2,14,1,4,0,229,0,1,83
47,99.00%,215,13,1,9,2,3,0,156,1,1,83
48,99.00%,250,11,0,9,0,3,1,192,1,1,83
49,99.00%,104,3,2,12,2,1,1,97,0,0,83
50,99.00%,101,9,1,12,0,3,1,96,1,2,83
51,99.00%,96,9,1,5,0,1,0,73,0,0,83
52,99.00%,117,10,0,11,1,3,0,106,0,0,83
53,99.00%,136,5,0,6,1,0,0,91,0,1,83
54,99.00%,190,13,0,16,0,1,1,153,0,1,83
55,99.00%,85,5,1,8,1,0,0,83,0,0,83
56,99.00%,153,16,1,10,1,0,2,132,1,0,83
57,99.00%,21,1,0,6,0,0,0,14,0,0,83
58,99.00%,0,0,0,0,0,0,0,0,0,0,83
59,99.00%,0,0,0,0,0,0,0,0,0,0,83
1,99.00%,185,33,0,18,2,0,0,174,0,0,84
2,99.00%,97,6,1,11,0,1,0,99,0,0,84
3,99.00%,153,14,3,27,0,3,0,138,0,1,84
4,99.00%,172,7,0,10,1,1,1,122,0,0,84
5,99.00%,216,14,0,13,1,2,0,129,0,1,84
6,99.00%,218,19,1,16,4,0,1,131,0,2,84
7,99.00%,198,15,2,14,0,2,0,128,1,2,84
8,99.00%,242,13,0,20,2,1,0,147,0,0,84
9,99.00%,126,6,1,18,3,0,0,88,1,3,84
10,99.00%,171,19,0,14,1,1,0,132,0,0,84
11,99.00%,191,12,2,25,3,3,1,153,0,1,84
12,99.00%,180,12,3,29,0,3,0,126,0,1,84
13,99.00%,150,7,0,23,0,0,0,85,1,0,84
14,99.00%,216,14,1,30,0,2,1,159,0,1,84
15,99.00%,134,17,0,15,1,2,1,88,0,0,84
16,99.00%,105,11,0,21,2,0,0,39,0,0,84
17,99.00%,201,11,0,11,2,1,0,177,1,0,84
18,99.00%,154,13,0,13,1,2,0,124,0,0,84
19,99.00%,128,8,0,16,1,1,0,93,0,2,84
20,99.00%,166,13,1,25,0,1,0,170,0,0,84
21,99.00%,91,7,0,12,3,3,0,117,0,0,84
22,99.00%,167,8,2,17,0,2,2,162,0,0,84
23,83.33%,156,22,2,22,0,5,0,118,0,2,84
24,99.00%,92,14,1,11,0,0,1,88,0,1,84
25,99.00%,194,20,1,19,0,2,0,182,0,0,84
26,99.00%,143,12,1,15,1,0,0,96,0,0,84
27,99.00%,61,5,0,11,0,1,0,39,0,0,84
28,99.00%,201,16,0,20,2,1,1,130,0,2,84
29,99.00%,239,16,1,23,5,3,1,123,0,1,84
30,99.00%,153,18,0,17,3,1,0,130,0,2,84
31,99.00%,171,31,1,25,2,1,0,113,0,3,84
32,99.00%,182,12,1,22,2,0,0,133,0,0,84
33,99.00%,68,11,1,8,6,1,0,95,0,0,84
34,99.00%,155,7,2,16,0,1,0,142,0,1,84
35,99.00%,184,17,0,24,2,1,0,160,0,0,84
36,99.00%,152,5,1,19,0,1,0,108,0,0,84
37,99.00%,135,16,3,15,2,2,0,120,0,1,84
38,99.00%,163,15,0,25,0,0,0,101,1,0,84
39,99.00%,153,20,0,29,0,2,0,161,0,1,84
40,99.00%,128,3,1,25,0,2,0,69,3,0,84
41,99.00%,169,16,0,17,0,1,0,152,0,0,84
42,99.00%,164,12,1,20,0,1,0,87,2,0,84
43,99.00%,162,14,0,15,1,4,0,135,2,2,84
44,99.00%,287,17,1,45,1,6,0,143,0,1,84
45,99.00%,246,22,1,27,2,1,1,173,0,1,84
46,99.00%,147,13,1,11,2,0,1,108,0,1,84
47,99.00%,95,6,0,10,1,2,0,84,0,1,84
48,99.00%,178,17,0,32,0,6,0,119,0,2,84
49,99.00%,81,5,0,8,0,0,1,69,0,1,84
50,99.00%,158,11,2,36,3,2,0,132,0,2,84
51,99.00%,327,15,1,55,0,0,3,89,0,2,84
52,99.00%,57,1,0,10,0,0,0,17,1,0,84
53,99.00%,145,12,0,15,0,0,0,102,0,0,84
54,83.33%,27,4,0,4,0,0,1,15,0,0,84
55,99.00%,169,20,0,27,0,2,0,180,1,0,84
56,99.00%,69,4,2,4,0,1,0,67,1,0,84
57,99.00%,145,18,2,14,2,3,1,140,1,2,84
58,99.00%,0,0,0,0,0,0,0,0,0,0,84
59,99.00%,0,0,0,0,0,0,0,0,0,0,84
1,99.00%,297,43,1,24,4,4,0,312,1,1,85
2,99.00%,247,34,1,24,2,0,0,202,0,2,85
3,99.00%,187,27,1,17,0,3,0,147,1,1,85
4,99.00%,184,20,1,15,3,0,1,174,0,0,85
5,99.00%,250,35,0,27,3,3,0,219,1,1,85
6,99.00%,123,12,1,7,0,0,0,104,1,0,85
7,99.00%,138,7,0,7,1,1,0,89,0,1,85
8,99.00%,107,5,0,10,0,0,0,76,0,0,85
9,99.00%,191,31,0,23,4,1,0,170,0,3,85
10,99.00%,118,11,0,9,0,1,1,100,1,1,85
11,99.00%,148,18,2,12,0,2,0,141,0,1,85
12,99.00%,129,18,4,10,1,0,0,117,1,2,85
13,99.00%,136,9,1,9,0,3,0,148,1,2,85
14,99.00%,141,14,0,5,3,0,0,100,1,2,85
15,99.00%,259,17,1,20,1,3,1,233,1,3,85
16,85.71%,139,11,1,9,0,5,0,144,0,2,85
17,85.71%,123,19,1,14,2,0,1,134,0,0,85
18,99.00%,274,13,0,14,0,3,0,181,1,1,85
19,85.71%,122,15,1,7,0,1,0,125,0,0,85
20,85.71%,87,6,1,9,4,5,0,99,0,0,85
21,99.00%,225,24,1,30,5,1,0,149,0,1,85
22,99.00%,221,18,2,29,4,1,0,166,0,1,85
23,99.00%,102,13,0,13,0,5,0,105,1,0,85
24,99.00%,67,6,0,8,2,2,0,55,0,2,85
25,99.00%,118,10,1,10,0,3,0,127,0,0,85
26,99.00%,84,8,1,6,0,0,0,110,0,3,85
27,99.00%,146,11,1,18,0,0,0,105,0,1,85
28,99.00%,197,14,0,18,0,5,0,148,1,1,85
29,99.00%,192,26,2,25,3,2,1,208,0,2,85
30,99.00%,99,24,0,10,3,1,1,118,0,3,85
31,99.00%,133,17,0,14,1,1,1,135,0,0,85
32,99.00%,146,19,0,17,1,1,0,145,1,0,85
33,99.00%,214,32,0,15,0,1,0,133,0,1,85
34,99.00%,163,7,1,12,1,2,0,142,0,1,85
35,99.00%,137,17,0,14,0,1,0,133,0,0,85
36,99.00%,175,24,0,18,0,2,1,179,0,0,85
37,99.00%,110,4,0,8,2,0,0,144,0,0,85
38,99.00%,271,28,1,18,1,4,0,185,1,0,85
39,99.00%,171,19,1,20,2,2,0,187,0,1,85
40,99.00%,115,14,0,19,0,1,1,101,0,0,85
41,99.00%,186,22,1,13,1,0,0,203,0,0,85
42,99.00%,136,20,1,4,1,1,1,119,0,0,85
43,99.00%,188,17,2,27,1,5,1,115,0,0,85
44,99.00%,128,19,2,6,2,2,0,109,0,0,85
45,99.00%,118,12,1,20,0,0,2,118,0,0,85
46,99.00%,199,14,0,26,0,3,1,126,0,0,85
47,99.00%,73,14,1,9,0,1,0,71,0,2,85
48,99.00%,99,9,0,5,0,0,0,69,0,0,85
49,99.00%,84,12,0,10,0,1,0,78,0,0,85
50,99.00%,163,14,1,11,0,1,0,123,0,0,85
51,99.00%,353,12,0,19,0,2,0,300,2,2,85
52,99.00%,0,0,0,0,0,0,0,0,0,0,85
53,99.00%,0,0,0,0,0,0,0,0,0,0,85
54,99.00%,0,0,0,0,0,0,0,0,0,0,85
55,99.00%,0,0,0,0,0,0,0,0,0,0,85
56,99.00%,0,0,0,0,0,0,0,0,0,0,85
57,99.00%,0,0,0,0,0,0,0,0,0,0,85
58,99.00%,0,0,0,0,0,0,0,0,0,0,85
59,99.00%,0,0,0,0,0,0,0,0,0,0,85
60,99.00%,0,0,0,0,0,0,0,0,0,0,85
61,99.00%,0,0,0,0,0,0,0,1,0,0,85
62,99.00%,0,0,0,0,0,0,0,0,0,0,85
63,99.00%,0,0,0,0,0,0,0,0,0,0,85
64,99.00%,0,0,0,0,0,0,0,0,0,0,85
65,99.00%,0,0,0,0,0,0,0,0,0,0,85
66,99.00%,0,0,0,0,0,0,0,0,0,0,85
67,99.00%,0,0,0,0,0,0,0,0,0,0,85
68,99.00%,0,0,0,0,0,0,0,0,0,0,85
69,99.00%,0,0,0,0,0,0,0,0,0,0,85
70,99.00%,0,0,0,0,0,0,0,0,0,0,85
71,99.00%,0,0,0,0,0,0,0,0,0,0,85
72,99.00%,0,0,0,0,0,0,0,0,0,0,85
73,99.00%,0,0,0,0,0,0,0,0,0,0,85
74,99.00%,0,0,0,0,0,0,0,0,0,0,85
75,99.00%,0,0,0,0,0,0,0,0,0,0,85
76,99.00%,0,0,0,0,0,0,0,0,0,0,85
77,99.00%,0,0,0,0,0,0,0,0,0,0,85
78,99.00%,0,0,0,0,0,0,0,0,0,0,85
79,99.00%,0,0,0,0,0,0,0,0,0,0,85
80,99.00%,0,0,0,0,0,0,0,0,0,0,85
81,99.00%,0,0,0,0,0,0,0,0,0,0,85
1,99.00%,108,14,0,8,0,0,0,115,1,2,86
2,99.00%,141,9,0,13,0,4,1,168,1,3,86
3,99.00%,23,0,0,1,0,1,0,10,0,0,86
4,99.00%,131,12,1,8,1,0,0,130,1,3,86
5,99.00%,107,8,1,12,1,0,0,159,0,0,86
6,99.00%,117,8,1,14,0,0,0,135,1,2,86
7,99.00%,179,25,0,9,0,1,0,166,0,0,86
8,99.00%,143,8,0,16,0,3,2,131,0,0,86
9,99.00%,217,15,1,22,3,3,1,188,0,1,86
10,99.00%,198,13,0,9,0,1,0,136,1,0,86
11,99.00%,129,7,0,15,1,1,0,128,1,0,86
12,88.89%,148,12,0,8,2,3,0,129,1,1,86
13,88.89%,156,19,1,18,0,1,0,148,0,0,86
14,88.89%,96,15,1,6,1,1,0,90,0,1,86
15,99.00%,109,15,0,14,1,1,0,93,0,0,86
16,99.00%,210,23,0,19,0,1,2,125,0,0,86
17,88.89%,97,3,0,10,0,3,0,59,0,0,86
18,99.00%,186,15,0,8,0,1,1,141,0,1,86
19,88.89%,112,8,0,8,3,2,1,88,1,0,86
20,99.00%,141,9,1,12,0,0,0,116,1,0,86
21,99.00%,125,28,1,10,0,1,1,139,0,0,86
22,99.00%,121,9,0,7,0,0,0,108,0,0,86
23,99.00%,115,7,0,12,0,0,0,115,1,0,86
24,99.00%,85,9,3,12,0,1,2,118,0,0,86
25,99.00%,99,10,0,11,1,1,0,112,0,0,86
26,90.91%,154,15,0,15,0,4,1,129,1,1,86
27,90.91%,131,10,0,11,0,1,1,113,1,1,86
28,90.91%,119,8,0,14,0,3,0,119,0,0,86
29,90.91%,142,9,0,19,2,4,0,88,0,2,86
30,99.00%,158,21,1,20,1,1,0,123,0,1,86
31,99.00%,176,13,3,14,1,1,0,155,0,1,86
32,99.00%,150,20,0,14,0,1,0,107,1,0,86
33,99.00%,157,17,5,13,4,5,0,151,1,0,86
34,88.89%,96,6,1,11,0,1,0,111,0,0,86
35,99.00%,74,5,0,9,0,1,1,57,0,0,86
36,99.00%,131,3,0,10,0,2,0,71,0,0,86
37,99.00%,155,10,1,16,2,1,2,141,1,0,86
38,99.00%,152,15,1,19,0,4,0,140,0,2,86
39,99.00%,114,25,0,9,1,0,0,82,0,0,86
40,99.00%,112,12,1,18,1,3,0,89,0,0,86
41,99.00%,151,13,0,13,1,2,0,114,2,1,86
42,99.00%,184,20,0,13,2,6,0,186,0,0,86
43,99.00%,126,17,0,10,0,1,0,100,0,0,86
44,99.00%,129,7,0,8,0,0,2,160,0,0,86
45,88.89%,27,5,1,4,0,1,0,21,0,0,86
46,99.00%,128,14,1,12,2,0,0,102,1,1,86
47,99.00%,123,13,3,19,2,2,0,139,0,0,86
48,99.00%,117,15,1,9,2,1,0,94,0,2,86
49,99.00%,244,16,1,13,1,4,0,138,0,1,86
50,99.00%,163,18,0,21,0,2,0,174,0,3,86
51,88.89%,0,0,0,0,0,0,0,0,0,0,86
52,99.00%,0,0,0,0,0,0,0,0,0,0,86
1,99.00%,138,11,0,15,0,2,0,143,0,0,87
2,99.00%,120,10,2,17,1,3,1,136,0,1,87
3,99.00%,111,12,0,11,0,1,1,90,0,1,87
4,99.00%,154,19,0,14,0,1,1,148,0,0,87
5,85.71%,156,27,1,11,2,2,0,143,1,0,87
6,99.00%,143,10,0,13,2,0,1,113,0,2,87
7,99.00%,146,11,1,14,2,1,0,178,1,1,87
8,99.00%,184,17,1,16,1,0,0,81,0,0,87
9,99.00%,231,20,2,16,3,1,0,152,0,0,87
10,99.00%,153,19,1,6,1,3,2,117,0,0,87
11,99.00%,196,25,0,12,0,1,0,134,0,2,87
12,99.00%,184,31,1,20,1,0,0,112,0,2,87
13,99.00%,243,17,0,24,0,1,0,116,2,0,87
14,99.00%,287,22,0,32,1,2,0,174,1,0,87
15,99.00%,283,14,0,23,0,4,1,193,2,3,87
16,99.00%,257,25,1,24,3,2,0,179,1,1,87
17,99.00%,212,21,1,23,1,1,1,147,0,2,87
18,99.00%,279,30,1,27,1,5,1,213,0,0,87
19,99.00%,253,28,2,27,3,4,2,197,1,1,87
20,99.00%,237,24,0,24,1,5,0,154,0,1,87
21,99.00%,250,27,2,25,1,3,2,189,1,3,87
22,99.00%,272,22,0,35,1,2,1,202,0,3,87
23,99.00%,426,21,0,35,2,4,2,193,0,2,87
24,99.00%,361,29,2,51,2,3,0,173,0,1,87
25,99.00%,364,24,4,22,0,6,2,208,2,0,87
26,99.00%,359,18,0,35,4,0,1,177,0,4,87
27,99.00%,382,16,0,34,6,0,0,111,0,0,87
28,99.00%,257,19,2,28,4,0,1,150,0,2,87
29,99.00%,309,22,0,20,0,1,1,108,2,0,87
30,99.00%,308,24,0,26,0,2,0,101,1,0,87
31,99.00%,305,28,1,20,2,0,1,155,0,3,87
32,99.00%,230,24,5,27,1,0,0,132,0,1,87
33,99.00%,9,1,1,3,0,0,0,4,0,0,87
34,85.71%,161,25,2,14,1,3,0,174,0,1,87
35,99.00%,169,26,0,18,0,6,0,161,0,0,87
36,99.00%,22,1,0,0,0,0,0,13,0,0,87
37,99.00%,176,28,0,19,2,2,1,135,1,0,87
38,99.00%,233,16,1,23,1,1,0,151,1,5,87
39,99.00%,360,16,0,21,0,0,0,107,1,2,87
40,99.00%,269,13,1,11,0,2,1,104,0,3,87
41,99.00%,257,16,0,18,0,1,0,115,0,1,87
42,99.00%,286,18,0,25,0,0,0,154,0,1,87
43,99.00%,296,16,1,17,0,3,0,152,0,1,87
44,99.00%,258,14,0,19,4,0,0,125,0,0,87
45,99.00%,252,18,4,23,2,0,0,135,0,0,87
46,99.00%,165,18,0,14,0,1,0,180,1,3,87
47,99.00%,214,32,0,13,3,2,1,186,2,1,87
48,99.00%,215,44,0,32,2,1,1,176,0,0,87
49,99.00%,191,31,0,13,2,6,0,232,0,0,87
50,99.00%,99,10,0,3,1,0,0,120,0,0,87
51,99.00%,122,11,1,14,0,1,0,148,1,1,87
52,99.00%,88,5,0,17,0,1,0,96,0,1,87
53,99.00%,0,0,0,0,0,0,0,0,0,0,87
54,99.00%,0,0,0,0,0,0,0,0,0,0,87
55,99.00%,0,0,0,0,0,0,0,0,0,0,87
