"ED","CD","SD","AD","ADED"
44,12,28,74,"AD: 74 ED: 044"
35,12,28,73,"AD: 73 ED: 035"
24,12,47,67,"AD: 67 ED: 024"
2,13,30,70,"AD: 70 ED: 002"
13,12,47,67,"AD: 67 ED: 013"
27,12,47,67,"AD: 67 ED: 027"
73,12,47,69,"AD: 69 ED: 073"
17,10,27,65,"AD: 65 ED: 017"
43,12,47,67,"AD: 67 ED: 043"
43,12,28,76,"AD: 76 ED: 043"
48,13,29,68,"AD: 68 ED: 048"
39,13,30,71,"AD: 71 ED: 039"
21,12,28,75,"AD: 75 ED: 021"
25,13,31,72,"AD: 72 ED: 025"
53,12,59,74,"AD: 74 ED: 053"
60,12,28,76,"AD: 76 ED: 060"
69,12,29,68,"AD: 68 ED: 069"
61,13,30,71,"AD: 71 ED: 061"
14,13,30,68,"AD: 68 ED: 014"
46,12,59,74,"AD: 74 ED: 046"
29,13,31,71,"AD: 71 ED: 029"
32,13,30,71,"AD: 71 ED: 032"
59,10,27,65,"AD: 65 ED: 059"
51,12,47,67,"AD: 67 ED: 051"
10,13,30,68,"AD: 68 ED: 010"
40,13,29,68,"AD: 68 ED: 040"
74,12,29,68,"AD: 68 ED: 074"
1,13,31,72,"AD: 72 ED: 001"
31,13,31,72,"AD: 72 ED: 031"
61,13,29,68,"AD: 68 ED: 061"
22,13,31,72,"AD: 72 ED: 022"
46,13,29,68,"AD: 68 ED: 046"
31,10,27,74,"AD: 74 ED: 031"
61,13,31,72,"AD: 72 ED: 061"
12,13,31,72,"AD: 72 ED: 012"
49,12,47,67,"AD: 67 ED: 049"
8,12,28,73,"AD: 73 ED: 008"
76,12,47,69,"AD: 69 ED: 076"
44,12,47,69,"AD: 69 ED: 044"
14,13,30,69,"AD: 69 ED: 014"
52,13,30,71,"AD: 71 ED: 052"
21,13,30,70,"AD: 70 ED: 021"
17,13,30,69,"AD: 69 ED: 017"
24,12,59,74,"AD: 74 ED: 024"
29,13,31,72,"AD: 72 ED: 029"
36,13,30,70,"AD: 70 ED: 036"
30,13,30,70,"AD: 70 ED: 030"
35,13,29,68,"AD: 68 ED: 035"
19,12,47,67,"AD: 67 ED: 019"
8,12,47,67,"AD: 67 ED: 008"
2,13,31,72,"AD: 72 ED: 002"
59,13,30,70,"AD: 70 ED: 059"
27,13,31,72,"AD: 72 ED: 027"
18,13,31,71,"AD: 71 ED: 018"
54,13,30,71,"AD: 71 ED: 054"
14,12,47,67,"AD: 67 ED: 014"
25,13,30,70,"AD: 70 ED: 025"
26,13,31,72,"AD: 72 ED: 026"
3,12,59,73,"AD: 73 ED: 003"
15,12,47,67,"AD: 67 ED: 015"
17,13,31,71,"AD: 71 ED: 017"
58,13,30,71,"AD: 71 ED: 058"
17,13,30,70,"AD: 70 ED: 017"
15,13,30,69,"AD: 69 ED: 015"
60,13,31,72,"AD: 72 ED: 060"
60,13,30,71,"AD: 71 ED: 060"
26,13,30,68,"AD: 68 ED: 026"
43,13,30,70,"AD: 70 ED: 043"
41,12,47,75,"AD: 75 ED: 041"
64,13,30,71,"AD: 71 ED: 064"
2,13,30,68,"AD: 68 ED: 002"
3,13,31,72,"AD: 72 ED: 003"
57,13,30,71,"AD: 71 ED: 057"
19,13,31,71,"AD: 71 ED: 019"
6,13,31,71,"AD: 71 ED: 006"
40,13,30,70,"AD: 70 ED: 040"
43,13,29,68,"AD: 68 ED: 043"
11,13,31,72,"AD: 72 ED: 011"
21,10,27,65,"AD: 65 ED: 021"
66,10,27,65,"AD: 65 ED: 066"
13,13,31,71,"AD: 71 ED: 013"
72,13,30,68,"AD: 68 ED: 072"
32,12,30,69,"AD: 69 ED: 032"
7,13,30,69,"AD: 69 ED: 007"
49,10,27,66,"AD: 66 ED: 049"
65,10,59,74,"AD: 74 ED: 065"
3,13,30,69,"AD: 69 ED: 003"
15,13,31,71,"AD: 71 ED: 015"
3,13,30,70,"AD: 70 ED: 003"
48,13,30,71,"AD: 71 ED: 048"
54,10,59,74,"AD: 74 ED: 054"
46,13,30,70,"AD: 70 ED: 046"
18,13,30,69,"AD: 69 ED: 018"
9,13,30,70,"AD: 70 ED: 009"
64,12,47,67,"AD: 67 ED: 064"
51,13,31,72,"AD: 72 ED: 051"
41,13,31,72,"AD: 72 ED: 041"
54,12,28,68,"AD: 68 ED: 054"
45,13,30,71,"AD: 71 ED: 045"
50,12,28,76,"AD: 76 ED: 050"
39,10,27,74,"AD: 74 ED: 039"
33,13,30,71,"AD: 71 ED: 033"
42,12,47,75,"AD: 75 ED: 042"
27,13,30,68,"AD: 68 ED: 027"
36,13,31,72,"AD: 72 ED: 036"
35,13,31,72,"AD: 72 ED: 035"
32,13,31,72,"AD: 72 ED: 032"
70,12,47,69,"AD: 69 ED: 070"
60,13,29,68,"AD: 68 ED: 060"
33,10,27,74,"AD: 74 ED: 033"
53,12,28,73,"AD: 73 ED: 053"
25,13,30,68,"AD: 68 ED: 025"
74,12,47,69,"AD: 69 ED: 074"
4,12,47,75,"AD: 75 ED: 004"
34,13,31,72,"AD: 72 ED: 034"
20,13,31,72,"AD: 72 ED: 020"
38,13,30,71,"AD: 71 ED: 038"
22,12,28,75,"AD: 75 ED: 022"
60,12,29,73,"AD: 73 ED: 060"
51,10,27,65,"AD: 65 ED: 051"
8,13,30,70,"AD: 70 ED: 008"
8,12,28,76,"AD: 76 ED: 008"
29,13,30,69,"AD: 69 ED: 029"
36,12,28,73,"AD: 73 ED: 036"
20,13,31,71,"AD: 71 ED: 020"
45,13,31,72,"AD: 72 ED: 045"
15,13,30,70,"AD: 70 ED: 015"
52,13,31,72,"AD: 72 ED: 052"
58,10,27,66,"AD: 66 ED: 058"
27,10,27,65,"AD: 65 ED: 027"
56,10,27,66,"AD: 66 ED: 056"
45,12,28,73,"AD: 73 ED: 045"
64,12,28,74,"AD: 74 ED: 064"
32,12,47,67,"AD: 67 ED: 032"
43,13,31,72,"AD: 72 ED: 043"
14,13,31,72,"AD: 72 ED: 014"
30,13,31,72,"AD: 72 ED: 030"
67,12,28,75,"AD: 75 ED: 067"
19,13,31,72,"AD: 72 ED: 019"
40,13,31,72,"AD: 72 ED: 040"
25,13,31,71,"AD: 71 ED: 025"
20,13,30,69,"AD: 69 ED: 020"
15,13,31,72,"AD: 72 ED: 015"
23,13,31,72,"AD: 72 ED: 023"
9,12,28,76,"AD: 76 ED: 009"
22,13,30,69,"AD: 69 ED: 022"
15,12,28,75,"AD: 75 ED: 015"
44,13,30,71,"AD: 71 ED: 044"
34,10,27,65,"AD: 65 ED: 034"
7,13,31,72,"AD: 72 ED: 007"
18,13,30,70,"AD: 70 ED: 018"
46,13,31,72,"AD: 72 ED: 046"
4,13,30,70,"AD: 70 ED: 004"
16,13,31,72,"AD: 72 ED: 016"
17,12,47,67,"AD: 67 ED: 017"
5,13,30,70,"AD: 70 ED: 005"
57,10,27,66,"AD: 66 ED: 057"
1,12,47,67,"AD: 67 ED: 001"
43,13,30,71,"AD: 71 ED: 043"
14,13,31,71,"AD: 71 ED: 014"
21,13,30,69,"AD: 69 ED: 021"
28,12,30,69,"AD: 69 ED: 028"
3,12,47,75,"AD: 75 ED: 003"
37,13,31,72,"AD: 72 ED: 037"
48,13,31,72,"AD: 72 ED: 048"
28,12,47,67,"AD: 67 ED: 028"
53,12,47,69,"AD: 69 ED: 053"
54,13,31,72,"AD: 72 ED: 054"
30,10,27,66,"AD: 66 ED: 030"
63,13,31,72,"AD: 72 ED: 063"
55,12,28,68,"AD: 68 ED: 055"
21,12,28,76,"AD: 76 ED: 021"
68,12,29,68,"AD: 68 ED: 068"
54,10,27,65,"AD: 65 ED: 054"
38,12,47,69,"AD: 69 ED: 038"
55,13,31,72,"AD: 72 ED: 055"
27,10,27,74,"AD: 74 ED: 027"
64,12,28,73,"AD: 73 ED: 064"
53,12,28,76,"AD: 76 ED: 053"
46,12,47,69,"AD: 69 ED: 046"
72,12,47,69,"AD: 69 ED: 072"
31,12,30,69,"AD: 69 ED: 031"
9,13,30,69,"AD: 69 ED: 009"
27,12,28,75,"AD: 75 ED: 027"
61,10,27,66,"AD: 66 ED: 061"
41,12,28,73,"AD: 73 ED: 041"
49,13,31,72,"AD: 72 ED: 049"
60,12,47,75,"AD: 75 ED: 060"
66,12,28,73,"AD: 73 ED: 066"
65,13,31,71,"AD: 71 ED: 065"
48,12,47,69,"AD: 69 ED: 048"
24,10,27,66,"AD: 66 ED: 024"
49,12,47,75,"AD: 75 ED: 049"
39,13,31,72,"AD: 72 ED: 039"
40,10,27,65,"AD: 65 ED: 040"
53,10,27,66,"AD: 66 ED: 053"
8,13,30,69,"AD: 69 ED: 008"
40,12,28,73,"AD: 73 ED: 040"
4,12,47,67,"AD: 67 ED: 004"
25,10,47,66,"AD: 66 ED: 025"
40,12,28,76,"AD: 76 ED: 040"
22,12,47,67,"AD: 67 ED: 022"
55,12,47,69,"AD: 69 ED: 055"
65,10,27,66,"AD: 66 ED: 065"
57,12,28,73,"AD: 73 ED: 057"
74,12,27,66,"AD: 66 ED: 074"
27,10,27,66,"AD: 66 ED: 027"
21,12,47,67,"AD: 67 ED: 021"
50,12,28,73,"AD: 73 ED: 050"
33,10,27,66,"AD: 66 ED: 033"
63,12,28,73,"AD: 73 ED: 063"
53,10,27,65,"AD: 65 ED: 053"
20,12,47,67,"AD: 67 ED: 020"
1,10,47,66,"AD: 66 ED: 001"
60,12,59,74,"AD: 74 ED: 060"
29,10,27,66,"AD: 66 ED: 029"
61,12,28,74,"AD: 74 ED: 061"
39,10,27,66,"AD: 66 ED: 039"
63,12,28,74,"AD: 74 ED: 063"
46,10,27,66,"AD: 66 ED: 046"
46,12,47,67,"AD: 67 ED: 046"
49,12,28,73,"AD: 73 ED: 049"
10,13,30,69,"AD: 69 ED: 010"
11,10,27,66,"AD: 66 ED: 011"
76,12,28,68,"AD: 68 ED: 076"
40,10,27,66,"AD: 66 ED: 040"
22,10,27,66,"AD: 66 ED: 022"
37,10,27,65,"AD: 65 ED: 037"
6,12,47,67,"AD: 67 ED: 006"
19,12,28,75,"AD: 75 ED: 019"
70,12,59,73,"AD: 73 ED: 070"
69,10,26,61,"AD: 61 ED: 069"
79,12,30,68,"AD: 68 ED: 079"
39,6,13,35,"AD: 35 ED: 039"
56,6,15,28,"AD: 28 ED: 056"
38,5,10,23,"AD: 23 ED: 038"
15,5,14,32,"AD: 32 ED: 015"
13,7,12,30,"AD: 30 ED: 013"
9,14,12,34,"AD: 34 ED: 009"
1,5,10,23,"AD: 23 ED: 001"
6,5,10,23,"AD: 23 ED: 006"
10,7,12,38,"AD: 38 ED: 010"
50,5,11,24,"AD: 24 ED: 050"
3,7,18,38,"AD: 38 ED: 003"
32,14,11,27,"AD: 27 ED: 032"
62,6,11,24,"AD: 24 ED: 062"
63,6,11,24,"AD: 24 ED: 063"
4,5,14,28,"AD: 28 ED: 004"
22,5,10,31,"AD: 31 ED: 022"
34,6,16,25,"AD: 25 ED: 034"
1,7,59,37,"AD: 37 ED: 001"
12,7,12,37,"AD: 37 ED: 012"
34,5,19,23,"AD: 23 ED: 034"
52,7,15,23,"AD: 23 ED: 052"
29,5,15,24,"AD: 24 ED: 029"
11,3,11,26,"AD: 26 ED: 011"
31,6,16,26,"AD: 26 ED: 031"
23,5,14,29,"AD: 29 ED: 023"
38,3,11,26,"AD: 26 ED: 038"
23,6,12,30,"AD: 30 ED: 023"
13,14,59,36,"AD: 36 ED: 013"
52,5,11,24,"AD: 24 ED: 052"
28,7,12,36,"AD: 36 ED: 028"
2,5,10,23,"AD: 23 ED: 002"
52,7,12,37,"AD: 37 ED: 052"
31,5,14,33,"AD: 33 ED: 031"
16,14,13,35,"AD: 35 ED: 016"
5,5,10,31,"AD: 31 ED: 005"
37,6,16,25,"AD: 25 ED: 037"
30,6,14,28,"AD: 28 ED: 030"
8,3,11,26,"AD: 26 ED: 008"
38,5,10,31,"AD: 31 ED: 038"
54,7,15,23,"AD: 23 ED: 054"
30,5,10,23,"AD: 23 ED: 030"
8,5,10,23,"AD: 23 ED: 008"
44,3,11,26,"AD: 26 ED: 044"
14,5,14,29,"AD: 29 ED: 014"
20,5,10,31,"AD: 31 ED: 020"
38,6,14,28,"AD: 28 ED: 038"
22,6,14,27,"AD: 27 ED: 022"
8,6,16,40,"AD: 40 ED: 008"
2,14,13,39,"AD: 39 ED: 002"
21,6,11,25,"AD: 25 ED: 021"
51,6,12,37,"AD: 37 ED: 051"
51,3,11,27,"AD: 27 ED: 051"
28,6,15,28,"AD: 28 ED: 028"
42,6,15,35,"AD: 35 ED: 042"
30,6,12,37,"AD: 37 ED: 030"
25,6,15,28,"AD: 28 ED: 025"
58,7,12,37,"AD: 37 ED: 058"
59,6,11,24,"AD: 24 ED: 059"
42,3,11,26,"AD: 26 ED: 042"
52,5,14,33,"AD: 33 ED: 052"
18,5,10,31,"AD: 31 ED: 018"
37,5,10,23,"AD: 23 ED: 037"
64,7,12,37,"AD: 37 ED: 064"
57,5,14,33,"AD: 33 ED: 057"
6,6,16,25,"AD: 25 ED: 006"
53,5,10,32,"AD: 32 ED: 053"
5,5,10,23,"AD: 23 ED: 005"
1,5,10,31,"AD: 31 ED: 001"
46,6,13,30,"AD: 30 ED: 046"
1,3,11,27,"AD: 27 ED: 001"
22,6,13,35,"AD: 35 ED: 022"
44,5,15,23,"AD: 23 ED: 044"
5,14,13,35,"AD: 35 ED: 005"
45,5,10,23,"AD: 23 ED: 045"
34,6,13,35,"AD: 35 ED: 034"
28,5,10,31,"AD: 31 ED: 028"
32,5,14,33,"AD: 33 ED: 032"
12,5,15,24,"AD: 24 ED: 012"
24,7,15,38,"AD: 38 ED: 024"
35,5,19,23,"AD: 23 ED: 035"
55,14,59,36,"AD: 36 ED: 055"
46,3,11,26,"AD: 26 ED: 046"
3,5,10,23,"AD: 23 ED: 003"
48,14,13,34,"AD: 34 ED: 048"
45,6,16,25,"AD: 25 ED: 045"
39,6,13,39,"AD: 39 ED: 039"
4,5,10,29,"AD: 29 ED: 004"
27,5,14,29,"AD: 29 ED: 027"
54,3,16,26,"AD: 26 ED: 054"
20,3,11,33,"AD: 33 ED: 020"
58,6,16,26,"AD: 26 ED: 058"
32,6,14,28,"AD: 28 ED: 032"
33,6,13,39,"AD: 39 ED: 033"
12,6,16,25,"AD: 25 ED: 012"
34,5,14,29,"AD: 29 ED: 034"
40,6,14,28,"AD: 28 ED: 040"
31,6,12,30,"AD: 30 ED: 031"
58,6,15,28,"AD: 28 ED: 058"
17,5,10,31,"AD: 31 ED: 017"
21,5,10,23,"AD: 23 ED: 021"
36,7,59,36,"AD: 36 ED: 036"
26,6,16,40,"AD: 40 ED: 026"
42,5,14,32,"AD: 32 ED: 042"
29,6,16,40,"AD: 40 ED: 029"
14,3,11,26,"AD: 26 ED: 014"
33,6,14,28,"AD: 28 ED: 033"
19,6,16,25,"AD: 25 ED: 019"
10,5,10,23,"AD: 23 ED: 010"
56,7,12,30,"AD: 30 ED: 056"
16,6,12,30,"AD: 30 ED: 016"
13,7,15,28,"AD: 28 ED: 013"
4,5,10,23,"AD: 23 ED: 004"
33,6,16,40,"AD: 40 ED: 033"
10,5,14,32,"AD: 32 ED: 010"
23,3,11,26,"AD: 26 ED: 023"
16,14,11,34,"AD: 34 ED: 016"
11,14,59,36,"AD: 36 ED: 011"
20,14,59,36,"AD: 36 ED: 020"
3,6,16,40,"AD: 40 ED: 003"
26,5,15,38,"AD: 38 ED: 026"
20,7,12,37,"AD: 37 ED: 020"
61,6,11,24,"AD: 24 ED: 061"
28,5,10,23,"AD: 23 ED: 028"
4,6,13,30,"AD: 30 ED: 004"
56,3,16,26,"AD: 26 ED: 056"
10,5,10,24,"AD: 24 ED: 010"
43,6,16,25,"AD: 25 ED: 043"
17,3,11,26,"AD: 26 ED: 017"
24,5,10,23,"AD: 23 ED: 024"
37,14,11,27,"AD: 27 ED: 037"
33,6,16,25,"AD: 25 ED: 033"
17,6,16,40,"AD: 40 ED: 017"
53,5,11,24,"AD: 24 ED: 053"
8,7,59,37,"AD: 37 ED: 008"
23,6,16,25,"AD: 25 ED: 023"
19,7,12,37,"AD: 37 ED: 019"
61,6,15,28,"AD: 28 ED: 061"
51,5,11,29,"AD: 29 ED: 051"
13,6,16,25,"AD: 25 ED: 013"
34,7,59,36,"AD: 36 ED: 034"
19,7,15,38,"AD: 38 ED: 019"
23,6,16,40,"AD: 40 ED: 023"
17,5,10,32,"AD: 32 ED: 017"
26,5,14,29,"AD: 29 ED: 026"
6,14,13,39,"AD: 39 ED: 006"
8,5,14,29,"AD: 29 ED: 008"
14,5,10,23,"AD: 23 ED: 014"
9,7,12,38,"AD: 38 ED: 009"
14,6,16,27,"AD: 27 ED: 014"
9,3,11,26,"AD: 26 ED: 009"
9,5,10,23,"AD: 23 ED: 009"
5,6,14,27,"AD: 27 ED: 005"
45,3,11,26,"AD: 26 ED: 045"
4,14,13,35,"AD: 35 ED: 004"
7,5,10,23,"AD: 23 ED: 007"
46,5,15,23,"AD: 23 ED: 046"
39,14,13,34,"AD: 34 ED: 039"
21,14,59,36,"AD: 36 ED: 021"
22,7,12,34,"AD: 34 ED: 022"
13,3,11,26,"AD: 26 ED: 013"
21,6,12,30,"AD: 30 ED: 021"
46,6,13,35,"AD: 35 ED: 046"
20,6,16,40,"AD: 40 ED: 020"
53,14,59,36,"AD: 36 ED: 053"
22,6,11,25,"AD: 25 ED: 022"
2,5,10,29,"AD: 29 ED: 002"
12,14,13,35,"AD: 35 ED: 012"
51,6,15,39,"AD: 39 ED: 051"
18,7,12,37,"AD: 37 ED: 018"
49,3,11,26,"AD: 26 ED: 049"
36,6,14,28,"AD: 28 ED: 036"
45,5,11,29,"AD: 29 ED: 045"
20,3,11,26,"AD: 26 ED: 020"
37,6,14,28,"AD: 28 ED: 037"
27,5,10,32,"AD: 32 ED: 027"
44,3,11,27,"AD: 27 ED: 044"
26,5,10,23,"AD: 23 ED: 026"
30,5,14,33,"AD: 33 ED: 030"
53,7,15,23,"AD: 23 ED: 053"
14,5,10,31,"AD: 31 ED: 014"
65,5,10,32,"AD: 32 ED: 065"
23,14,59,36,"AD: 36 ED: 023"
65,5,11,29,"AD: 29 ED: 065"
21,7,12,34,"AD: 34 ED: 021"
38,6,14,24,"AD: 24 ED: 038"
18,5,10,23,"AD: 23 ED: 018"
31,5,10,23,"AD: 23 ED: 031"
59,5,11,29,"AD: 29 ED: 059"
49,14,13,34,"AD: 34 ED: 049"
17,5,10,29,"AD: 29 ED: 017"
45,7,12,37,"AD: 37 ED: 045"
24,7,12,37,"AD: 37 ED: 024"
40,14,13,34,"AD: 34 ED: 040"
44,7,12,37,"AD: 37 ED: 044"
3,6,14,27,"AD: 27 ED: 003"
14,14,59,36,"AD: 36 ED: 014"
37,7,12,37,"AD: 37 ED: 037"
25,6,14,27,"AD: 27 ED: 025"
40,5,10,23,"AD: 23 ED: 040"
62,14,59,36,"AD: 36 ED: 062"
56,5,14,33,"AD: 33 ED: 056"
10,14,59,36,"AD: 36 ED: 010"
48,14,13,39,"AD: 39 ED: 048"
23,5,11,33,"AD: 33 ED: 023"
51,5,10,32,"AD: 32 ED: 051"
5,6,14,25,"AD: 25 ED: 005"
5,14,12,34,"AD: 34 ED: 005"
55,3,16,26,"AD: 26 ED: 055"
50,5,11,29,"AD: 29 ED: 050"
33,5,19,23,"AD: 23 ED: 033"
49,5,15,23,"AD: 23 ED: 049"
41,5,14,29,"AD: 29 ED: 041"
9,6,15,35,"AD: 35 ED: 009"
31,5,14,24,"AD: 24 ED: 031"
20,6,16,27,"AD: 27 ED: 020"
59,5,14,33,"AD: 33 ED: 059"
7,7,59,37,"AD: 37 ED: 007"
66,5,10,23,"AD: 23 ED: 066"
48,5,15,23,"AD: 23 ED: 048"
41,6,12,39,"AD: 39 ED: 041"
41,5,14,32,"AD: 32 ED: 041"
30,7,15,38,"AD: 38 ED: 030"
57,3,16,26,"AD: 26 ED: 057"
47,6,16,27,"AD: 27 ED: 047"
35,5,14,24,"AD: 24 ED: 035"
11,6,16,40,"AD: 40 ED: 011"
9,14,13,39,"AD: 39 ED: 009"
14,6,16,40,"AD: 40 ED: 014"
15,7,15,28,"AD: 28 ED: 015"
31,5,10,32,"AD: 32 ED: 031"
13,5,10,23,"AD: 23 ED: 013"
10,6,12,30,"AD: 30 ED: 010"
43,5,11,29,"AD: 29 ED: 043"
21,5,10,32,"AD: 32 ED: 021"
44,7,12,38,"AD: 38 ED: 044"
34,3,16,26,"AD: 26 ED: 034"
11,5,10,31,"AD: 31 ED: 011"
19,14,13,35,"AD: 35 ED: 019"
12,7,12,38,"AD: 38 ED: 012"
24,6,15,28,"AD: 28 ED: 024"
16,5,10,31,"AD: 31 ED: 016"
54,7,12,37,"AD: 37 ED: 054"
2,6,14,27,"AD: 27 ED: 002"
1,3,11,26,"AD: 26 ED: 001"
31,6,12,37,"AD: 37 ED: 031"
57,7,12,37,"AD: 37 ED: 057"
18,6,13,39,"AD: 39 ED: 018"
53,6,15,28,"AD: 28 ED: 053"
44,5,14,33,"AD: 33 ED: 044"
48,5,14,33,"AD: 33 ED: 048"
32,5,10,23,"AD: 23 ED: 032"
15,5,10,31,"AD: 31 ED: 015"
9,5,14,28,"AD: 28 ED: 009"
36,5,14,29,"AD: 29 ED: 036"
67,7,59,36,"AD: 36 ED: 067"
4,6,16,40,"AD: 40 ED: 004"
3,14,13,39,"AD: 39 ED: 003"
8,5,10,31,"AD: 31 ED: 008"
18,3,11,26,"AD: 26 ED: 018"
59,5,10,23,"AD: 23 ED: 059"
12,6,16,27,"AD: 27 ED: 012"
30,14,13,39,"AD: 39 ED: 030"
11,7,12,30,"AD: 30 ED: 011"
19,5,14,29,"AD: 29 ED: 019"
20,14,12,34,"AD: 34 ED: 020"
36,6,12,37,"AD: 37 ED: 036"
29,6,14,27,"AD: 27 ED: 029"
17,6,16,25,"AD: 25 ED: 017"
24,3,11,26,"AD: 26 ED: 024"
11,5,10,23,"AD: 23 ED: 011"
39,6,14,28,"AD: 28 ED: 039"
35,6,14,28,"AD: 28 ED: 035"
45,6,15,39,"AD: 39 ED: 045"
8,5,14,28,"AD: 28 ED: 008"
4,14,59,36,"AD: 36 ED: 004"
10,3,11,26,"AD: 26 ED: 010"
2,6,14,25,"AD: 25 ED: 002"
6,6,14,27,"AD: 27 ED: 006"
15,7,15,38,"AD: 38 ED: 015"
45,7,15,38,"AD: 38 ED: 045"
8,3,11,33,"AD: 33 ED: 008"
24,6,12,30,"AD: 30 ED: 024"
19,5,10,23,"AD: 23 ED: 019"
2,5,10,31,"AD: 31 ED: 002"
2,5,14,28,"AD: 28 ED: 002"
21,6,16,40,"AD: 40 ED: 021"
29,5,14,29,"AD: 29 ED: 029"
10,5,14,25,"AD: 25 ED: 010"
12,5,14,32,"AD: 32 ED: 012"
6,7,12,38,"AD: 38 ED: 006"
65,5,10,23,"AD: 23 ED: 065"
51,5,15,23,"AD: 23 ED: 051"
40,3,11,40,"AD: 40 ED: 040"
27,5,15,38,"AD: 38 ED: 027"
25,6,16,25,"AD: 25 ED: 025"
52,3,16,26,"AD: 26 ED: 052"
12,5,10,23,"AD: 23 ED: 012"
54,5,10,32,"AD: 32 ED: 054"
41,6,13,30,"AD: 30 ED: 041"
20,7,15,38,"AD: 38 ED: 020"
12,14,12,34,"AD: 34 ED: 012"
38,7,15,38,"AD: 38 ED: 038"
50,5,15,31,"AD: 31 ED: 050"
3,5,14,28,"AD: 28 ED: 003"
2,7,59,37,"AD: 37 ED: 002"
19,14,59,36,"AD: 36 ED: 019"
3,7,59,37,"AD: 37 ED: 003"
23,7,12,37,"AD: 37 ED: 023"
16,6,16,27,"AD: 27 ED: 016"
7,14,59,36,"AD: 36 ED: 007"
47,5,15,38,"AD: 38 ED: 047"
1,14,11,35,"AD: 35 ED: 001"
27,7,12,37,"AD: 37 ED: 027"
13,6,16,27,"AD: 27 ED: 013"
32,5,15,24,"AD: 24 ED: 032"
24,5,10,32,"AD: 32 ED: 024"
25,14,59,36,"AD: 36 ED: 025"
24,6,14,27,"AD: 27 ED: 024"
25,5,14,29,"AD: 29 ED: 025"
43,6,15,28,"AD: 28 ED: 043"
45,5,14,32,"AD: 32 ED: 045"
64,5,10,32,"AD: 32 ED: 064"
32,6,16,26,"AD: 26 ED: 032"
43,7,59,36,"AD: 36 ED: 043"
29,5,10,23,"AD: 23 ED: 029"
30,6,12,30,"AD: 30 ED: 030"
62,6,14,28,"AD: 28 ED: 062"
61,5,14,33,"AD: 33 ED: 061"
44,6,13,35,"AD: 35 ED: 044"
44,6,16,25,"AD: 25 ED: 044"
60,5,10,32,"AD: 32 ED: 060"
12,5,10,31,"AD: 31 ED: 012"
30,6,13,35,"AD: 35 ED: 030"
50,7,15,23,"AD: 23 ED: 050"
44,6,16,40,"AD: 40 ED: 044"
50,5,14,33,"AD: 33 ED: 050"
34,5,10,32,"AD: 32 ED: 034"
23,6,15,28,"AD: 28 ED: 023"
63,5,10,32,"AD: 32 ED: 063"
29,6,16,25,"AD: 25 ED: 029"
5,14,59,36,"AD: 36 ED: 005"
12,14,59,36,"AD: 36 ED: 012"
9,7,59,37,"AD: 37 ED: 009"
60,14,59,36,"AD: 36 ED: 060"
5,5,10,29,"AD: 29 ED: 005"
61,6,16,26,"AD: 26 ED: 061"
27,6,16,25,"AD: 25 ED: 027"
48,7,59,36,"AD: 36 ED: 048"
18,6,16,25,"AD: 25 ED: 018"
63,7,12,37,"AD: 37 ED: 063"
51,5,14,33,"AD: 33 ED: 051"
17,5,15,38,"AD: 38 ED: 017"
71,6,14,28,"AD: 28 ED: 071"
8,6,12,30,"AD: 30 ED: 008"
7,6,12,30,"AD: 30 ED: 007"
48,6,15,28,"AD: 28 ED: 048"
53,7,12,38,"AD: 38 ED: 053"
4,7,59,37,"AD: 37 ED: 004"
8,14,12,34,"AD: 34 ED: 008"
22,6,16,24,"AD: 24 ED: 022"
43,3,11,26,"AD: 26 ED: 043"
39,14,11,27,"AD: 27 ED: 039"
3,14,11,34,"AD: 34 ED: 003"
27,6,14,27,"AD: 27 ED: 027"
41,5,10,23,"AD: 23 ED: 041"
36,5,14,33,"AD: 33 ED: 036"
25,14,12,34,"AD: 34 ED: 025"
15,6,16,40,"AD: 40 ED: 015"
42,3,11,27,"AD: 27 ED: 042"
10,5,10,31,"AD: 31 ED: 010"
40,6,14,27,"AD: 27 ED: 040"
2,3,11,33,"AD: 33 ED: 002"
35,6,13,35,"AD: 35 ED: 035"
30,6,14,27,"AD: 27 ED: 030"
34,6,15,28,"AD: 28 ED: 034"
50,3,11,27,"AD: 27 ED: 050"
45,6,15,35,"AD: 35 ED: 045"
7,3,11,26,"AD: 26 ED: 007"
4,5,11,32,"AD: 32 ED: 004"
22,14,59,36,"AD: 36 ED: 022"
15,5,10,23,"AD: 23 ED: 015"
41,6,15,28,"AD: 28 ED: 041"
58,14,59,36,"AD: 36 ED: 058"
17,14,12,34,"AD: 34 ED: 017"
27,6,16,40,"AD: 40 ED: 027"
36,3,16,26,"AD: 26 ED: 036"
49,6,12,37,"AD: 37 ED: 049"
49,14,11,35,"AD: 35 ED: 049"
27,6,16,26,"AD: 26 ED: 027"
47,6,16,25,"AD: 25 ED: 047"
30,7,59,36,"AD: 36 ED: 030"
47,5,10,32,"AD: 32 ED: 047"
45,6,15,28,"AD: 28 ED: 045"
46,6,15,39,"AD: 39 ED: 046"
32,6,16,25,"AD: 25 ED: 032"
55,6,15,28,"AD: 28 ED: 055"
31,14,13,39,"AD: 39 ED: 031"
26,6,16,25,"AD: 25 ED: 026"
42,6,12,30,"AD: 30 ED: 042"
9,5,10,31,"AD: 31 ED: 009"
1,3,11,33,"AD: 33 ED: 001"
13,5,14,29,"AD: 29 ED: 013"
